time/fps,time/iterations,time/total_timesteps,train/reward,time/time_elapsed,train/policy_gradient_loss,train/std,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,train/clip_range,train/n_updates,train/entropy_loss
353,15,30720,9.977297,86,-0.047233901353320104,1.0219897031784058,0.013257526,2649.0543998718263,0.00025,1139.8487548828125,0.121435546875,0.0529288649559021,0.2,140,-43.19986746311188
354,16,32768,42.702866,92,-0.05527896978892386,1.0233625173568726,0.014545671,1690.7437683105468,0.00025,901.9202270507812,0.1439453125,0.07285594940185547,0.2,150,-43.23949658870697
354,17,34816,-18.658644,98,-0.05956505023495993,1.0252093076705933,0.018927965,966.8420482635498,0.00025,386.60174560546875,0.20302734375,-0.01458752155303955,0.2,160,-43.28910501003266
352,18,36864,-176.43466,104,-0.05753351381281391,1.0271610021591187,0.015184365,2160.6611892700193,0.00025,1171.44091796875,0.153515625,0.029002666473388672,0.2,170,-43.343143010139464
353,19,38912,34.37886,110,-0.05564074816356879,1.0292147397994995,0.019149816,1886.7222312927247,0.00025,830.3740234375,0.2205078125,0.006876349449157715,0.2,180,-43.39976806640625
353,20,40960,97.9504,115,-0.0606040506856516,1.0320848226547241,0.017194081,1405.5350643157958,0.00025,537.6309814453125,0.1919921875,0.014710426330566406,0.2,190,-43.47557504177094
352,21,43008,26.401022,121,-0.06747092407604213,1.0331435203552246,0.021959046,871.9066833496094,0.00025,510.02313232421875,0.256787109375,0.003727734088897705,0.2,200,-43.52759988307953
352,22,45056,-35.478424,127,-0.04632453224912751,1.034641146659851,0.01644127,3180.7394844055175,0.00025,1418.626708984375,0.1669921875,0.04233640432357788,0.2,210,-43.56782431602478
352,23,47104,175.9846,133,-0.050657896189659365,1.0368506908416748,0.013620904,3040.300245666504,0.00025,1863.7471923828125,0.127099609375,0.040191054344177246,0.2,220,-43.620007395744324
352,24,49152,37.97814,139,-0.04865713251929264,1.037617564201355,0.013473301,4748.593544006348,0.00025,2290.79736328125,0.114599609375,0.01105564832687378,0.2,230,-43.66313214302063
352,25,51200,-10.211174,145,-0.049655803997302427,1.039283275604248,0.018369664,3084.345039367676,0.00025,860.8557739257812,0.208935546875,0.02089369297027588,0.2,240,-43.694938683509825
352,26,53248,32.38895,150,-0.053011049295309934,1.0409414768218994,0.016058903,3005.430352020264,0.00025,1033.2901611328125,0.16044921875,0.04440808296203613,0.2,250,-43.745667934417725
352,27,55296,-5.677362,156,-0.06451282243651804,1.0435479879379272,0.019309413,1375.1598316192626,0.00025,661.0986328125,0.212548828125,0.0009290575981140137,0.2,260,-43.80450522899628
353,28,57344,55.050014,162,-0.04100286804168718,1.0459636449813843,0.018142052,3508.8230575561524,0.00025,1199.44091796875,0.194287109375,0.07343411445617676,0.2,270,-43.87872297763825
353,29,59392,-123.36867,168,-0.0436520775227109,1.0464036464691162,0.01076925,4692.551083374024,0.00025,2337.175048828125,0.08564453125,0.10757094621658325,0.2,280,-43.91841979026795
353,30,61440,170.51035,173,-0.05402264216536423,1.049001693725586,0.013983525,3378.0256584167482,0.00025,2371.849853515625,0.1265625,0.08296459913253784,0.2,290,-43.96715416908264
352,31,63488,-25.59247,180,-0.056013943924335764,1.0503331422805786,0.014449069,3153.4221580505373,0.00025,1550.0941162109375,0.147998046875,0.091713547706604,0.2,300,-44.019703125953676
352,32,65536,46.9491,185,-0.045396325665933546,1.0501558780670166,0.015794225,5355.07520904541,0.00025,2097.931396484375,0.155712890625,0.0580219030380249,0.2,310,-44.03189513683319
352,33,67584,24.983454,191,-0.04200921528390609,1.0521267652511597,0.010123504,7426.077581787109,0.00025,2880.060546875,0.07939453125,0.08335775136947632,0.2,320,-44.05864679813385
352,34,69632,25.270834,197,-0.03679332397005055,1.0529232025146484,0.0135823395,9995.219253540039,0.00025,4382.55029296875,0.134033203125,0.07251894474029541,0.2,330,-44.09695291519165
352,35,71680,202.47813,203,-0.04026461333996849,1.055280327796936,0.012471418,8317.886764526367,0.00025,3812.77197265625,0.110888671875,0.0978286862373352,0.2,340,-44.14291114807129
352,36,73728,28.534426,209,-0.05443612170347478,1.0553075075149536,0.014632683,3797.572233581543,0.00025,1414.240966796875,0.1525390625,0.13336187601089478,0.2,350,-44.17387778759003
352,37,75776,65.55654,214,-0.04886450782651082,1.056902289390564,0.020529771,4894.87797088623,0.00025,3619.687255859375,0.20830078125,0.06366270780563354,0.2,360,-44.20221214294433
352,38,77824,17.084166,220,-0.0476128259440884,1.0581939220428467,0.01211573,8771.829141235352,0.00025,4919.6181640625,0.108251953125,0.07638204097747803,0.2,370,-44.2419734954834
352,39,79872,-12.904622,226,-0.04135216248687357,1.0589996576309204,0.010103611,15036.428735351563,0.00025,7398.8359375,0.078173828125,0.06314831972122192,0.2,380,-44.270886063575745
352,40,81920,8.571028,232,-0.04396348797308747,1.0602350234985352,0.01177386,9989.108923339843,0.00025,4584.99365234375,0.093017578125,0.12971240282058716,0.2,390,-44.29740972518921
352,41,83968,-8.055033,237,-0.04927941238856874,1.0608617067337036,0.013342373,8646.461798095703,0.00025,4221.9033203125,0.118359375,0.11875098943710327,0.2,400,-44.32730212211609
352,42,86016,-69.75903,243,-0.049748888582689686,1.0621464252471924,0.015267561,5938.826490783691,0.00025,2059.666748046875,0.157373046875,0.19651371240615845,0.2,410,-44.348420929908755
353,43,88064,122.59632,249,-0.04629301522654714,1.0636534690856934,0.014824359,8988.426712036133,0.00025,4664.7666015625,0.15537109375,0.12906450033187866,0.2,420,-44.389723443984984
353,44,90112,-154.21997,255,-0.050183591703535056,1.0650179386138916,0.013274072,8471.087393188476,0.00025,2363.58056640625,0.122509765625,0.12639915943145752,0.2,430,-44.4351939201355
353,45,92160,-17.317507,260,-0.05271192347281613,1.0666453838348389,0.016099323,6877.321627807617,0.00025,2635.998291015625,0.150146484375,0.11955344676971436,0.2,440,-44.476113367080686
352,46,94208,-183.91988,267,-0.037585501886496786,1.0682976245880127,0.019910522,9126.098333740234,0.00025,4961.8173828125,0.213916015625,0.11339521408081055,0.2,450,-44.518093609809874
352,47,96256,405.13174,273,-0.054399812425253914,1.0688018798828125,0.013906495,8306.639266967773,0.00025,3820.677001953125,0.141552734375,0.08676636219024658,0.2,460,-44.54874725341797
352,48,98304,191.08899,278,-0.04161529890843667,1.0691426992416382,0.027090255,8052.617590332031,0.00025,2747.1943359375,0.2625,0.04775124788284302,0.2,470,-44.55942554473877
352,49,100352,-83.95385,284,-0.05079122069873847,1.0714658498764038,0.0139700025,14234.439181518555,0.00025,7470.82177734375,0.13251953125,0.10841137170791626,0.2,480,-44.60193924903869
352,50,102400,39.25971,290,-0.04956772725272458,1.0728070735931396,0.017948635,11534.084323120118,0.00025,5311.044921875,0.181787109375,0.12975680828094482,0.2,490,-44.65074412822723
352,51,104448,48.43783,296,-0.04963118859450333,1.0746735334396362,0.017102275,11099.11842956543,0.00025,5684.154296875,0.18212890625,0.14308017492294312,0.2,500,-44.69393336772919
352,52,106496,-25.627962,302,-0.04842845574894454,1.077293872833252,0.012711255,16365.178381347656,0.00025,9850.47265625,0.112890625,0.1471220850944519,0.2,510,-44.763114833831786
352,53,108544,118.249214,307,-0.05746696640271694,1.0803065299987793,0.01636574,8369.670465087891,0.00025,4179.74658203125,0.1626953125,0.17401552200317383,0.2,520,-44.84663977622986
352,54,110592,-247.73796,313,-0.056412294681649655,1.0815433263778687,0.019151831,7017.84419555664,0.00025,2680.14453125,0.20380859375,0.1388484239578247,0.2,530,-44.89607198238373
352,55,112640,52.609352,319,-0.059014340114663354,1.083315134048462,0.01648752,11117.88669128418,0.00025,6498.5791015625,0.1751953125,0.16222453117370605,0.2,540,-44.94420716762543
352,56,114688,-5.6907988,325,-0.05051835733902408,1.0845762491226196,0.018879574,10933.546975708008,0.00025,6162.27978515625,0.2138671875,0.14555883407592773,0.2,550,-44.97233877182007
352,57,116736,-52.667587,330,-0.05344777641585097,1.0863088369369507,0.013833684,12946.174584960938,0.00025,5880.68505859375,0.13759765625,0.19616347551345825,0.2,560,-45.01818993091583
352,58,118784,-202.4583,336,-0.057893671256897504,1.088201880455017,0.015445787,10875.497579956054,0.00025,4122.91552734375,0.16005859375,0.21823692321777344,0.2,570,-45.06989595890045
352,59,120832,-448.97003,342,-0.03161538017593557,1.0902495384216309,0.03828648,10763.231146240234,0.00025,5794.0009765625,0.35517578125,0.18711858987808228,0.2,580,-45.120199012756345
352,60,122880,38.025898,348,-0.05058325330610387,1.0910998582839966,0.013293711,15547.351049804687,0.00025,10388.84765625,0.137841796875,0.1515548825263977,0.2,590,-45.16275794506073
352,61,124928,79.788795,353,-0.049761044821934775,1.091476321220398,0.013285849,17669.5509765625,0.00025,8637.1533203125,0.133837890625,0.15557336807250977,0.2,600,-45.179560446739195
352,62,126976,69.78868,359,-0.04968225302582141,1.0927077531814575,0.012942862,17390.442321777344,0.00025,8377.1015625,0.125927734375,0.18774718046188354,0.2,610,-45.19936366081238
352,63,129024,132.56529,365,-0.05609286175458692,1.0938758850097656,0.015368132,14042.025427246093,0.00025,5385.0029296875,0.156640625,0.19653105735778809,0.2,620,-45.23532621860504
352,64,131072,179.26015,371,-0.051950974910869266,1.094551682472229,0.022969522,11892.167535400391,0.00025,7282.302734375,0.22685546875,0.16486120223999023,0.2,630,-45.25299649238586
353,65,133120,-96.49516,377,-0.05983094553521369,1.0963797569274902,0.01698921,8727.240209960937,0.00025,4260.0810546875,0.18671875,0.16123324632644653,0.2,640,-45.29185268878937
352,66,135168,-103.850006,383,-0.05017677015566733,1.0986264944076538,0.017585095,12342.323831176758,0.00025,8533.2119140625,0.177001953125,0.17642885446548462,0.2,650,-45.3506911277771
352,67,137216,-2.4861736,389,-0.04902678185608238,1.0992969274520874,0.020976637,15198.664672851562,0.00025,9843.7080078125,0.188427734375,0.16762101650238037,0.2,660,-45.38672637939453
352,68,139264,-43.592743,395,-0.0507475408463506,1.1005146503448486,0.013802132,19193.87081298828,0.00025,7702.15771484375,0.12890625,0.15291082859039307,0.2,670,-45.41397576332092
352,69,141312,201.52042,400,-0.05418189496849664,1.1020607948303223,0.014420465,17353.505798339844,0.00025,6820.98193359375,0.144921875,0.18085110187530518,0.2,680,-45.45021488666534
352,70,143360,158.25775,406,-0.047604793655045795,1.1041103601455688,0.017787691,12457.293704223634,0.00025,5579.03955078125,0.20283203125,0.17001187801361084,0.2,690,-45.49939403533936
352,71,145408,-520.2549,412,-0.05280535221099854,1.1074894666671753,0.022351,11197.13908996582,0.00025,4600.73681640625,0.23740234375,0.19676512479782104,0.2,700,-45.5784432888031
352,72,147456,-138.78163,418,-0.04385767228377517,1.1099003553390503,0.02861259,17470.812127685545,0.00025,9639.859375,0.261669921875,0.2112402319908142,0.2,710,-45.65264732837677
352,73,149504,-41.184395,424,-0.04698403662187047,1.1108828783035278,0.019304182,18738.271771240234,0.00025,10062.884765625,0.18427734375,0.18675291538238525,0.2,720,-45.699426245689395
352,74,151552,1.9007616,429,-0.05490503201872343,1.113696575164795,0.014927234,14940.207525634765,0.00025,7917.25927734375,0.158544921875,0.18000847101211548,0.2,730,-45.75049743652344
352,75,153600,-162.47717,435,-0.049652290530502796,1.1153550148010254,0.022635162,16010.866705322265,0.00025,5299.94091796875,0.2123046875,0.20131999254226685,0.2,740,-45.805888414382935
352,76,155648,-388.1998,441,-0.056238179491629126,1.116745114326477,0.015095307,15682.32406311035,0.00025,5493.20166015625,0.165771484375,0.2520134449005127,0.2,750,-45.84958670139313
352,77,157696,125.17759,447,-0.041176068739150654,1.1194595098495483,0.032449648,11795.052572631836,0.00025,4048.990478515625,0.303369140625,0.22692817449569702,0.2,760,-45.901577949523926
352,78,159744,-80.34051,452,-0.05525555353378877,1.121330738067627,0.016304377,12814.0205078125,0.00025,5395.1318359375,0.1818359375,0.21777576208114624,0.2,770,-45.96539685726166
352,79,161792,-42.497196,458,-0.050457969086710366,1.1211087703704834,0.020118829,15189.410092163085,0.00025,8592.84765625,0.213525390625,0.1963443160057068,0.2,780,-45.97935681343078
352,80,163840,1.6967281,464,-0.05305688221706077,1.1226775646209717,0.017596278,13644.095758056641,0.00025,7313.44287109375,0.187109375,0.22157281637191772,0.2,790,-46.01371862888336
352,81,165888,121.87817,470,-0.05249970884469803,1.124008059501648,0.013963487,17616.006701660157,0.00025,9503.533203125,0.1416015625,0.19105219841003418,0.2,800,-46.042390966415404
352,82,167936,208.74663,476,-0.06387781584344339,1.1266652345657349,0.01873932,10108.37481994629,0.00025,3934.85595703125,0.20458984375,0.2624668478965759,0.2,810,-46.101247453689574
352,83,169984,-26.78442,481,-0.049070466827834024,1.127939224243164,0.020241402,15475.155145263672,0.00025,13694.7412109375,0.22412109375,0.23007488250732422,0.2,820,-46.1453619480133
352,84,172032,150.25139,487,-0.04659671039844397,1.1295058727264404,0.017135058,21417.475830078125,0.00025,9301.2763671875,0.16884765625,0.175911545753479,0.2,830,-46.19123742580414
352,85,174080,-12.139765,493,-0.047778758223284964,1.1322247982025146,0.026447365,14589.400784301757,0.00025,6897.16357421875,0.246630859375,0.21972399950027466,0.2,840,-46.244702386856076
353,86,176128,1.0509435,498,-0.054654127301182596,1.1334761381149292,0.015180023,15610.679467773438,0.00025,6118.708984375,0.15556640625,0.267228901386261,0.2,850,-46.2974817276001
353,87,178176,-263.92932,504,-0.040145754246623255,1.1357556581497192,0.027578011,22287.56788330078,0.00025,10091.8349609375,0.207373046875,0.2718951106071472,0.2,860,-46.344373202323915
353,88,180224,144.01038,510,-0.05779964639805257,1.1387263536453247,0.017698444,10256.69711303711,0.00025,3038.169677734375,0.19560546875,0.2890393137931824,0.2,870,-46.421690940856934
353,89,182272,144.80318,516,-0.052444066296448,1.141503095626831,0.016894532,10896.837057495117,0.00025,12793.123046875,0.1705078125,0.2591128945350647,0.2,880,-46.493368768692015
352,90,184320,-67.86341,522,-0.05217537015269045,1.1434916257858276,0.017315809,11582.87897796631,0.00025,3034.87841796875,0.177880859375,0.2515305280685425,0.2,890,-46.55763921737671
352,91,186368,39.101982,528,-0.055858894796983805,1.145098328590393,0.01622444,14402.882385253906,0.00025,5093.98828125,0.165478515625,0.2879523038864136,0.2,900,-46.59869518280029
352,92,188416,188.5291,534,-0.052224050281802194,1.1465810537338257,0.0135701,19073.94353637695,0.00025,12918.203125,0.139892578125,0.2823677062988281,0.2,910,-46.64036779403686
352,93,190464,-195.39658,540,-0.051642920861195304,1.1502686738967896,0.015118901,19672.83900756836,0.00025,10516.626953125,0.151318359375,0.23853176832199097,0.2,920,-46.717284083366394
352,94,192512,15.239597,545,-0.05701529849902727,1.153681993484497,0.016387392,12916.857385253907,0.00025,7355.99755859375,0.188916015625,0.2590920329093933,0.2,930,-46.81139328479767
352,95,194560,-155.59723,551,-0.0519416753842961,1.155498743057251,0.014776424,15039.304931640625,0.00025,5088.732421875,0.14482421875,0.25047457218170166,0.2,940,-46.86458349227905
352,96,196608,-19.764185,557,-0.047323382867034525,1.1582496166229248,0.019218834,17139.175701904296,0.00025,4881.78515625,0.182373046875,0.22853225469589233,0.2,950,-46.928764724731444
352,97,198656,-11.681433,563,-0.05322093991853762,1.1591700315475464,0.015144471,18696.301342773437,0.00025,8395.9755859375,0.149853515625,0.29949164390563965,0.2,960,-46.96754689216614
352,98,200704,48.33073,568,-0.05018473540258128,1.1610920429229736,0.025913587,13064.168814086914,0.00025,7267.56494140625,0.247314453125,0.3258870840072632,0.2,970,-47.00571999549866
