time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/std,train/explained_variance,train/loss,train/clip_fraction
346,42,-97.150085,248,86016,410,-0.06546172005328117,0.2,0.020288825,-44.321432852745055,0.00025,2498.9142211914063,1.060508131980896,0.050889551639556885,1583.57861328125,0.220751953125
346,43,58.68488,254,88064,420,-0.05581745564704761,0.2,0.019154958,-44.36712961196899,0.00025,4889.602488708496,1.062967300415039,0.07741838693618774,1885.54052734375,0.202099609375
346,44,57.42058,260,90112,430,-0.04982676026993431,0.2,0.023442646,-44.412687277793886,0.00025,6316.58512878418,1.064172625541687,0.041618525981903076,3315.681884765625,0.2306640625
346,45,16.732214,266,92160,440,-0.04076001584180631,0.2,0.016308319,-44.44866988658905,0.00025,11793.350686645508,1.0655540227890015,0.0627819299697876,5863.25146484375,0.160791015625
345,46,5.5614605,272,94208,450,-0.04343173086526804,0.2,0.011303147,-44.46973140239716,0.00025,15175.95353088379,1.0658047199249268,0.09226232767105103,9035.6025390625,0.097802734375
345,47,154.43147,278,96256,460,-0.06870971825846936,0.2,0.021024846,-44.503942704200746,0.00025,2622.363301086426,1.0674678087234497,0.08807456493377686,1298.6632080078125,0.240478515625
345,48,60.384144,284,98304,470,-0.05819607512676157,0.2,0.016485803,-44.55623209476471,0.00025,7023.638485717774,1.0694148540496826,0.08962607383728027,4293.03564453125,0.17744140625
345,49,10.789476,290,100352,480,-0.046345637331251056,0.2,0.0131760165,-44.60967578887939,0.00025,10587.466778564452,1.0719190835952759,0.04359090328216553,6017.04443359375,0.12900390625
345,50,4.579041,296,102400,490,-0.05120981848158408,0.2,0.020562429,-44.65690650939941,0.00025,8340.516117858886,1.0727899074554443,0.04668629169464111,3789.275146484375,0.20888671875
345,51,31.916698,302,104448,500,-0.0545776306593325,0.2,0.015913725,-44.71811830997467,0.00025,8734.464624023438,1.0757291316986084,0.07949554920196533,4481.466796875,0.16064453125
345,52,191.40767,307,106496,510,-0.046382297654054126,0.2,0.016972687,-44.76234517097473,0.00025,13807.416668701171,1.0763589143753052,0.07613968849182129,4719.3515625,0.169482421875
345,53,-80.21878,313,108544,520,-0.058060181804466995,0.2,0.01596513,-44.80959568023682,0.00025,8609.140350341797,1.0789049863815308,0.12194275856018066,4467.78955078125,0.158837890625
345,54,79.09545,319,110592,530,-0.045982256313436665,0.2,0.021927629,-44.84157729148865,0.00025,12506.799102783203,1.0790907144546509,0.12689661979675293,7907.8994140625,0.19541015625
346,55,83.592514,325,112640,540,-0.04940644025336951,0.2,0.013081122,-44.86214919090271,0.00025,12831.817086791993,1.0803264379501343,0.12730640172958374,7177.08935546875,0.11416015625
345,56,-0.30212474,331,114688,550,-0.047736908064689484,0.2,0.013003656,-44.8875550031662,0.00025,17057.57014160156,1.081030249595642,0.10290557146072388,8529.8251953125,0.10927734375
345,57,-32.1975,337,116736,560,-0.03705579968809616,0.2,0.021904673,-44.918640565872195,0.00025,19325.73895263672,1.0823782682418823,0.10584902763366699,9701.90234375,0.202294921875
346,58,128.51752,343,118784,570,-0.040375518961809576,0.2,0.022168718,-44.96031432151794,0.00025,10064.81076965332,1.0840070247650146,0.10830652713775635,5483.8896484375,0.220849609375
345,59,-209.73772,349,120832,580,-0.0487744243699126,0.2,0.022977326,-45.0186021566391,0.00025,10582.321414184571,1.0865639448165894,0.14213025569915771,3231.991455078125,0.2384765625
345,60,47.383026,355,122880,590,-0.045805635122815144,0.2,0.012234257,-45.075245547294614,0.00025,19713.132598876953,1.088150143623352,0.13959306478500366,8714.5341796875,0.113330078125
345,61,-6.918906,361,124928,600,-0.04314278829842806,0.2,0.0111399945,-45.11399643421173,0.00025,19940.334741210936,1.0893969535827637,0.1360439658164978,9630.3740234375,0.08857421875
346,62,-4.6975727,366,126976,610,-0.056732106230629145,0.2,0.020648548,-45.151614260673526,0.00025,8885.31600036621,1.0911328792572021,0.1913602352142334,4634.48876953125,0.20693359375
346,63,-565.2085,372,129024,620,-0.050129566367832015,0.2,0.020745046,-45.18458001613617,0.00025,12501.746047973633,1.0916165113449097,0.2043958306312561,5960.14892578125,0.20361328125
346,64,51.690582,378,131072,630,-0.05524511526455171,0.2,0.016679142,-45.217655944824216,0.00025,10816.667111206054,1.0934847593307495,0.1472012996673584,5702.7236328125,0.176708984375
346,65,83.67417,384,133120,640,-0.056227262527681884,0.2,0.018534262,-45.2820876121521,0.00025,8052.938510131836,1.0960808992385864,0.11782228946685791,1676.8955078125,0.194482421875
346,66,-108.44727,390,135168,650,-0.0601579395486624,0.2,0.018729806,-45.37428302764893,0.00025,5931.145022583008,1.100186824798584,0.187042236328125,2371.28369140625,0.199267578125
346,67,-152.66765,396,137216,660,-0.062326714271330276,0.2,0.018568449,-45.46871030330658,0.00025,7318.852096557617,1.1031684875488281,0.20670878887176514,3400.82958984375,0.20380859375
346,68,17.431416,402,139264,670,-0.05711983932706062,0.2,0.015762309,-45.53489141464233,0.00025,14990.385076904297,1.1051440238952637,0.10415351390838623,10517.5185546875,0.161376953125
346,69,-78.254486,408,141312,680,-0.05491386491339654,0.2,0.017972495,-45.577318048477174,0.00025,14233.970599365235,1.1066768169403076,0.20722806453704834,6539.404296875,0.18779296875
344,70,-212.04381,415,143360,690,-0.06569355655519757,0.2,0.018640345,-45.6307284116745,0.00025,7601.944805908203,1.1090673208236694,0.2801872491836548,3276.153076171875,0.2009765625
344,71,215.81325,421,145408,700,-0.052239426631422246,0.2,0.03214417,-45.67841763496399,0.00025,6301.342945861817,1.1102396249771118,0.19861692190170288,2249.610107421875,0.29736328125
344,72,94.81164,427,147456,710,-0.062395716487662865,0.2,0.02011608,-45.735787177085875,0.00025,7426.49228515625,1.112447738647461,0.19130682945251465,4887.70947265625,0.2087890625
344,73,-18.24026,433,149504,720,-0.058478392485994846,0.2,0.016069168,-45.79345338344574,0.00025,13023.882424926758,1.115153431892395,0.1581101417541504,6995.82666015625,0.171142578125
344,74,-8.903886,439,151552,730,-0.05045083683071425,0.2,0.013870016,-45.84339187145233,0.00025,20138.252600097658,1.1162755489349365,0.18192565441131592,10590.263671875,0.124169921875
344,75,152.68016,445,153600,740,-0.05504259178123903,0.2,0.018802412,-45.8774233341217,0.00025,13715.807904052734,1.1179057359695435,0.23556393384933472,7142.89697265625,0.1830078125
344,76,-20.73849,451,155648,750,-0.06206510609190445,0.2,0.02513039,-45.918990921974185,0.00025,7697.447512817383,1.119847059249878,0.16231340169906616,2978.95068359375,0.267138671875
345,77,-144.21346,457,157696,760,-0.061164625905803405,0.2,0.026181435,-45.99692380428314,0.00025,6968.740954589844,1.1230746507644653,0.1735372543334961,3601.273681640625,0.255615234375
345,78,21.066998,462,159744,770,-0.05080114471493289,0.2,0.026620427,-46.06710181236267,0.00025,9359.856768798829,1.125641107559204,0.14256036281585693,4513.3818359375,0.269580078125
345,79,-29.606833,468,161792,780,-0.05043760849803221,0.2,0.015678318,-46.12706937789917,0.00025,15761.270086669922,1.1274999380111694,0.14052337408065796,4268.33447265625,0.155810546875
345,80,-1.2445349,474,163840,790,-0.05273826357442886,0.2,0.016233336,-46.19967474937439,0.00025,14935.030139160157,1.1306016445159912,0.17262792587280273,6617.49951171875,0.1587890625
345,81,-281.0859,480,165888,800,-0.031478784908540544,0.2,0.03022908,-46.27126290798187,0.00025,18186.57209472656,1.1329931020736694,0.21876788139343262,5042.39013671875,0.2650390625
345,82,-274.7112,486,167936,810,-0.05682019274972845,0.2,0.02198899,-46.32708830833435,0.00025,8732.33120727539,1.1350255012512207,0.25563353300094604,4251.6298828125,0.228662109375
345,83,136.20648,492,169984,820,-0.04598737651685951,0.2,0.02087576,-46.37738423347473,0.00025,15939.850665283204,1.1365571022033691,0.24258840084075928,8285.9189453125,0.188623046875
345,84,-210.21585,498,172032,830,-0.04557940746017266,0.2,0.016291004,-46.398705458641054,0.00025,22395.90506591797,1.1371034383773804,0.22710251808166504,12246.4521484375,0.15166015625
345,85,57.945133,503,174080,840,-0.04769195365952328,0.2,0.02399214,-46.44655203819275,0.00025,23437.117529296876,1.1397680044174194,0.2200952172279358,9023.0830078125,0.246337890625
345,86,27.403028,509,176128,850,-0.05513534824713133,0.2,0.015084326,-46.483482670784,0.00025,19809.979901123046,1.1399091482162476,0.254711389541626,8593.38671875,0.150146484375
345,87,453.32016,515,178176,860,-0.036120450455928224,0.2,0.023670893,-46.522664952278134,0.00025,16805.504803466796,1.1423909664154053,0.1580202579498291,8720.962890625,0.23203125
345,88,-47.56155,521,180224,870,-0.050330906953604426,0.2,0.019718077,-46.5798022031784,0.00025,16451.027502441408,1.144629716873169,0.21742093563079834,8532.9638671875,0.19033203125
345,89,80.08623,527,182272,880,-0.04961882162024267,0.2,0.014540025,-46.63469967842102,0.00025,19092.678369140624,1.146376371383667,0.10803890228271484,8771.2939453125,0.139599609375
345,90,-171.4407,533,184320,890,-0.055215445181238464,0.2,0.016090408,-46.650584840774535,0.00025,14732.727517700196,1.1465405225753784,0.10474801063537598,6202.5869140625,0.16181640625
345,91,-7.1172647,538,186368,900,-0.04770108910161071,0.2,0.031157073,-46.70735292434692,0.00025,18775.118542480468,1.150165319442749,0.15090572834014893,13487.9130859375,0.248876953125
345,92,62.03021,544,188416,910,-0.05084095370257273,0.2,0.01323,-46.77402300834656,0.00025,25475.83771362305,1.151543140411377,0.15537720918655396,10014.3701171875,0.127099609375
345,93,-74.752815,550,190464,920,-0.054257733430131336,0.2,0.02680923,-46.803393959999084,0.00025,11478.972271728515,1.1525845527648926,0.2031739354133606,6165.7978515625,0.2634765625
346,94,285.321,556,192512,930,-0.06162807836662978,0.2,0.017644057,-46.837679862976074,0.00025,9219.694915771484,1.1542143821716309,0.2151384949684143,3495.790283203125,0.202490234375
346,95,-253.13875,562,194560,940,-0.05909227610973176,0.2,0.02038835,-46.92192158699036,0.00025,11526.057836914062,1.1582993268966675,0.17184078693389893,4985.787109375,0.20712890625
346,96,-64.17846,568,196608,950,-0.05693624389823526,0.2,0.017587038,-46.986516451835634,0.00025,14166.588598632812,1.1598889827728271,0.1855858564376831,7181.05810546875,0.183154296875
346,97,-7.943107,574,198656,960,-0.049258249875856565,0.2,0.025204513,-47.04133076667786,0.00025,16473.922778320313,1.1626938581466675,0.2113437056541443,10177.998046875,0.22705078125
346,98,-107.91958,579,200704,970,-0.05156868036137894,0.2,0.014135113,-47.0950651884079,0.00025,22279.013513183592,1.1638997793197632,0.23259484767913818,12914.650390625,0.13857421875
