time/time_elapsed,time/total_timesteps,train/reward,time/iterations,time/fps,train/value_loss,train/explained_variance,train/clip_range,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/std
313,108544,-80.39847,53,346,18187.17512207031,0.19417530298233032,0.2,0.0115535,-44.81551971435547,0.00025,7121.31201171875,-0.0462065392639488,520,0.094775390625,1.0790208578109741
319,110592,-121.18349,54,346,17236.08547668457,0.20693373680114746,0.2,0.012947318,-44.847285223007205,0.00025,8904.890625,-0.04746612293238286,530,0.12529296875,1.080024242401123
325,112640,-127.02998,55,345,25841.000219726564,0.19071459770202637,0.2,0.018847583,-44.87035899162292,0.00025,15706.720703125,-0.0349017319153063,540,0.172119140625,1.0805644989013672
331,114688,21.972273,56,345,19119.057122802733,0.21402299404144287,0.2,0.016085371,-44.91054134368896,0.00025,8329.9921875,-0.044621758675202725,550,0.154248046875,1.082595944404602
337,116736,-27.059656,57,345,26685.380126953125,0.20586895942687988,0.2,0.012101928,-44.95841698646545,0.00025,13601.9775390625,-0.04597801645286381,560,0.10859375,1.0840479135513306
343,118784,-292.99283,58,346,20681.716748046874,0.24699151515960693,0.2,0.020807322,-44.983676767349245,0.00025,10579.36328125,-0.0396900337189436,570,0.183203125,1.0849864482879639
349,120832,258.27307,59,346,12440.17451171875,0.2789776921272278,0.2,0.014627181,-45.029387545585635,0.00025,6152.68408203125,-0.05384767370996997,580,0.1470703125,1.0866941213607788
354,122880,-100.38271,60,346,12906.48689880371,0.2246282696723938,0.2,0.015273044,-45.08323826789856,0.00025,3193.265869140625,-0.05390267491311533,590,0.155419921875,1.0889489650726318
360,124928,-75.53324,61,346,25179.12189941406,0.19707584381103516,0.2,0.021345425,-45.131894373893736,0.00025,12564.9736328125,-0.04106257489474956,600,0.22626953125,1.0905202627182007
366,126976,22.631556,62,346,31342.674554443358,0.17343664169311523,0.2,0.027687315,-45.16217815876007,0.00025,13339.716796875,-0.03314214135170914,610,0.21748046875,1.0913511514663696
372,129024,36.353558,63,346,27909.047772216796,0.18315714597702026,0.2,0.02351705,-45.19980766773224,0.00025,12560.326171875,-0.03673193456488662,620,0.20439453125,1.0932406187057495
378,131072,102.517624,64,346,17080.561407470705,0.14063161611557007,0.2,0.018152062,-45.24155471324921,0.00025,8539.1552734375,-0.05095896254642866,630,0.170068359375,1.0942513942718506
384,133120,66.6951,65,346,13538.701837158203,0.19815462827682495,0.2,0.018363914,-45.27322268486023,0.00025,5817.67138671875,-0.05771405266714282,640,0.203076171875,1.0955924987792969
390,135168,-249.33253,66,346,18873.333306884764,0.18213719129562378,0.2,0.025058005,-45.32810788154602,0.00025,6165.40771484375,-0.04170887237705756,650,0.238671875,1.0983806848526
396,137216,22.118877,67,346,26953.596258544923,0.18035393953323364,0.2,0.011997266,-45.38786289691925,0.00025,15479.58203125,-0.04894447941405815,660,0.11806640625,1.1001603603363037
402,139264,37.822037,68,346,31562.808209228515,0.14982837438583374,0.2,0.013736399,-45.425054049491884,0.00025,14001.6591796875,-0.048420267582696394,670,0.1390625,1.1010196208953857
408,141312,231.73499,69,346,16644.8677154541,0.2516329288482666,0.2,0.015991297,-45.4443822145462,0.00025,8798.5087890625,-0.05315925274626352,680,0.168701171875,1.1016708612442017
415,143360,-178.45673,70,344,16380.290423583985,0.2005147933959961,0.2,0.016227525,-45.47606983184814,0.00025,7947.9970703125,-0.0580535955101368,690,0.17822265625,1.10345458984375
421,145408,100.05039,71,344,17641.686431884766,0.18851608037948608,0.2,0.020728532,-45.54195652008057,0.00025,6278.943359375,-0.045435225387336686,700,0.189990234375,1.1059950590133667
427,147456,-82.02843,72,344,16287.26446838379,0.19029730558395386,0.2,0.016135996,-45.64020149707794,0.00025,15563.869140625,-0.05095419357385254,710,0.16904296875,1.1101748943328857
433,149504,139.69586,73,345,18736.52979736328,0.21863681077957153,0.2,0.015782781,-45.70942008495331,0.00025,5475.7099609375,-0.05212160310184118,720,0.170166015625,1.1119846105575562
439,151552,26.604818,74,345,29758.78056640625,0.13334351778030396,0.2,0.013569657,-45.762905621528624,0.00025,12634.8935546875,-0.04805640952836256,730,0.1365234375,1.1136152744293213
445,153600,-509.37234,75,345,37786.19338378906,0.14237797260284424,0.2,0.0136680715,-45.807996249198915,0.00025,20364.224609375,-0.049007920428994114,740,0.123193359375,1.1157249212265015
451,155648,-153.92041,76,345,8473.265975952148,0.20529091358184814,0.2,0.019352231,-45.87721021175385,0.00025,4324.22314453125,-0.0614215060020797,750,0.21240234375,1.118404507637024
456,157696,-133.77327,77,345,15097.391163635253,0.11988323926925659,0.2,0.02607323,-45.93898072242737,0.00025,7594.86572265625,-0.045305737858871,760,0.260400390625,1.120798110961914
462,159744,49.989975,78,345,19518.5953918457,0.12268215417861938,0.2,0.027658055,-45.989147782325745,0.00025,7966.2333984375,-0.043137463163293435,770,0.255322265625,1.1221909523010254
468,161792,-1.5294522,79,345,37001.98505859375,0.10245001316070557,0.2,0.012504469,-46.013606214523314,0.00025,19470.845703125,-0.0459726435772609,780,0.113232421875,1.122627854347229
474,163840,-7.404995,80,345,24250.43928833008,0.18704450130462646,0.2,0.01678443,-46.04160995483399,0.00025,9149.703125,-0.0479103195189964,790,0.17841796875,1.1243993043899536
480,165888,577.0165,81,345,27861.21744995117,0.19262146949768066,0.2,0.020185087,-46.13319752216339,0.00025,11741.572265625,-0.044301752091269006,800,0.189453125,1.128994107246399
486,167936,-190.15863,82,345,9608.240930175782,0.1178552508354187,0.2,0.020010073,-46.19461693763733,0.00025,4753.4794921875,-0.0614265066687949,810,0.21376953125,1.1299577951431274
492,169984,-37.91864,83,345,16210.556411743164,0.1199074387550354,0.2,0.016582347,-46.2391676902771,0.00025,4009.11962890625,-0.05438523305056151,820,0.184521484375,1.132042407989502
498,172032,140.20862,84,345,15441.874325561523,0.12655305862426758,0.2,0.016926738,-46.29303805828094,0.00025,9774.58203125,-0.05307876079750713,830,0.1818359375,1.1338907480239868
504,174080,9.966521,85,345,14825.634454345703,0.15785163640975952,0.2,0.022336029,-46.34808421134949,0.00025,6220.80859375,-0.04763594305550214,840,0.245263671875,1.1362730264663696
510,176128,204.32352,86,345,18151.848699951173,0.23289763927459717,0.2,0.015319977,-46.42317585945129,0.00025,13998.0048828125,-0.05399161276291124,850,0.153271484375,1.139461874961853
515,178176,-329.17297,87,345,12718.9833984375,0.2311382293701172,0.2,0.017071337,-46.47974109649658,0.00025,6594.34716796875,-0.06026222518121358,860,0.188134765625,1.1405653953552246
521,180224,216.46484,88,345,17911.135333251954,0.17439186573028564,0.2,0.022402883,-46.526101040840146,0.00025,10632.1337890625,-0.04546241037605796,870,0.209521484375,1.1430681943893433
527,182272,-60.090237,89,345,15427.092007446288,0.1706864833831787,0.2,0.017023996,-46.612201476097106,0.00025,4041.850341796875,-0.05381703521707095,880,0.179736328125,1.1466511487960815
533,184320,53.887657,90,345,13597.924069213866,0.16821730136871338,0.2,0.016845088,-46.68782148361206,0.00025,4566.1748046875,-0.05540985778497998,890,0.187548828125,1.149080753326416
539,186368,27.731178,91,345,12436.481857299805,0.17306041717529297,0.2,0.025822863,-46.77044923305512,0.00025,5452.3779296875,-0.04991404969478026,900,0.2595703125,1.152527093887329
545,188416,392.28198,92,345,14946.523345947266,0.18754124641418457,0.2,0.01737288,-46.85953068733215,0.00025,8485.603515625,-0.0556838039366994,910,0.1732421875,1.1560982465744019
551,190464,32.90703,93,345,13230.078762817382,0.1729423999786377,0.2,0.017875202,-46.89803912639618,0.00025,3987.192626953125,-0.05823737812461331,920,0.19248046875,1.1563743352890015
557,192512,68.85378,94,345,13238.532598876953,0.16512149572372437,0.2,0.016159855,-46.917365837097165,0.00025,9096.1669921875,-0.05322515683365055,930,0.17666015625,1.1577260494232178
563,194560,-49.394688,95,345,16554.190899658202,0.1306905746459961,0.2,0.020819632,-46.97524828910828,0.00025,5618.95556640625,-0.04802526882849634,940,0.1896484375,1.1598927974700928
569,196608,-24.053259,96,345,14380.813186645508,0.1591547727584839,0.2,0.019474719,-47.031844186782834,0.00025,13125.892578125,-0.052356955345021564,950,0.199560546875,1.1621131896972656
575,198656,43.005302,97,345,20045.58900756836,0.17693322896957397,0.2,0.0142798275,-47.064972162246704,0.00025,9765.4267578125,-0.05203960329599795,960,0.148095703125,1.1631821393966675
581,200704,112.00387,98,345,15784.730224609375,0.1626022458076477,0.2,0.03499812,-47.109874200820926,0.00025,5301.7685546875,-0.044411473942454906,970,0.2408203125,1.1652895212173462
