time/time_elapsed,time/total_timesteps,train/reward,time/iterations,time/fps,train/explained_variance,train/loss,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/std,train/approx_kl
77,28672,70.120476,14,371,0.01337522268295288,1281.2086181640625,-0.04673186257132329,0.1677734375,2810.0722091674807,-43.068468999862674,130,0.2,0.00025,1.017581582069397,0.015779678
82,30720,47.477173,15,372,0.007876992225646973,1392.088134765625,-0.044850333919748665,0.119482421875,3583.6195304870607,-43.116693711280824,140,0.2,0.00025,1.0192452669143677,0.013289463
88,32768,18.260328,16,372,0.04363495111465454,2861.3046875,-0.030258291284553707,0.09853515625,8078.294198608399,-43.155161428451535,150,0.2,0.00025,1.0203003883361816,0.010348488
93,34816,-15.307791,17,372,0.04794001579284668,5556.4052734375,-0.029729279012826737,0.079736328125,9255.452334594727,-43.18555741310119,160,0.2,0.00025,1.0213981866836548,0.009598512
99,36864,-91.98588,18,372,0.024023473262786865,2439.399169921875,-0.03722505158511922,0.14619140625,5519.0563491821285,-43.21947846412659,170,0.2,0.00025,1.022517442703247,0.0145860575
104,38912,-70.26352,19,371,0.044375598430633545,2912.9052734375,-0.04296340120927198,0.13369140625,5738.380499267578,-43.2491153717041,180,0.2,0.00025,1.0235779285430908,0.012971607
110,40960,-20.750406,20,371,0.0483209490776062,2874.85302734375,-0.04608204271353315,0.12666015625,4914.653688049317,-43.284442853927615,190,0.2,0.00025,1.0248750448226929,0.013152838
115,43008,4.2011857,21,371,0.03611481189727783,2514.451171875,-0.03482545574661344,0.18017578125,6056.353009033203,-43.3154018163681,200,0.2,0.00025,1.0256590843200684,0.015944157
121,45056,19.183393,22,371,0.07792407274246216,3268.86328125,-0.044243211174034514,0.114501953125,6063.067668151855,-43.348703789710996,210,0.2,0.00025,1.0271267890930176,0.012172845
126,47104,113.06214,23,371,0.06032288074493408,3245.781005859375,-0.041731213527964425,0.095263671875,7767.660787963867,-43.379195713996886,220,0.2,0.00025,1.0279510021209717,0.011421574
132,49152,-97.35342,24,371,0.16845786571502686,2037.5960693359375,-0.04600708092621062,0.134619140625,4252.317248535156,-43.38816478252411,230,0.2,0.00025,1.0275243520736694,0.014292894
137,51200,112.114265,25,371,0.14390897750854492,2393.525634765625,-0.046771960785554255,0.16259765625,4693.874453735351,-43.39681830406189,240,0.2,0.00025,1.028728723526001,0.015009977
143,53248,-3.9079154,26,371,0.09854084253311157,2898.239013671875,-0.04744272712559905,0.131884765625,5679.222389221191,-43.45026457309723,250,0.2,0.00025,1.0308842658996582,0.013144848
148,55296,-3.7517278,27,371,0.11096704006195068,2357.88623046875,-0.04946891298459377,0.145263671875,4741.23932800293,-43.48637692928314,260,0.2,0.00025,1.0315682888031006,0.013290033
154,57344,26.573812,28,371,-0.015387535095214844,3072.658203125,-0.04476030667719897,0.10869140625,7666.733546447754,-43.53957977294922,270,0.2,0.00025,1.0345004796981812,0.012290531
159,59392,132.66582,29,371,0.09967929124832153,2566.7607421875,-0.049620689311996105,0.155029296875,5360.436824035644,-43.59901285171509,280,0.2,0.00025,1.0354045629501343,0.015018841
165,61440,-148.86374,30,371,0.161426842212677,3179.23291015625,-0.04370532485190779,0.16572265625,6649.660919189453,-43.6281667470932,290,0.2,0.00025,1.0366281270980835,0.015854461
170,63488,-45.212715,31,372,0.05720621347427368,2754.13134765625,-0.056179188565874935,0.2037109375,4308.458520507813,-43.6601841211319,300,0.2,0.00025,1.037974238395691,0.018327128
176,65536,-33.53916,32,372,0.10012954473495483,2946.99853515625,-0.03980795010429574,0.245263671875,7890.404441833496,-43.71732251644134,310,0.2,0.00025,1.0402430295944214,0.021852806
181,67584,16.204334,33,371,0.11013603210449219,6093.66650390625,-0.046894390249508436,0.1283203125,7708.559564208985,-43.789778923988344,320,0.2,0.00025,1.042836308479309,0.013938915
187,69632,9.32139,34,371,0.0007685422897338867,5368.40966796875,-0.039036614092765376,0.16650390625,9587.04696044922,-43.83733155727386,330,0.2,0.00025,1.0438458919525146,0.015980754
192,71680,63.5062,35,372,0.12165766954421997,6237.7060546875,-0.02506600342458114,0.290283203125,10434.644561767578,-43.88109471797943,340,0.2,0.00025,1.0459553003311157,0.02774031
198,73728,-75.11156,36,372,0.15909934043884277,2869.238037109375,-0.04817270248313434,0.1955078125,5698.699166870118,-43.96184589862823,350,0.2,0.00025,1.048965334892273,0.01812917
203,75776,310.37842,37,372,0.08038455247879028,2310.813232421875,-0.048747254160116424,0.146240234375,8638.978521728515,-44.03314197063446,360,0.2,0.00025,1.0513662099838257,0.016236719
209,77824,-81.063446,38,372,0.14368271827697754,4961.77587890625,-0.04573384375253227,0.117724609375,10788.45020751953,-44.084886050224306,370,0.2,0.00025,1.0525145530700684,0.01201769
214,79872,70.762695,39,372,0.17829501628875732,7580.107421875,-0.04536623478925321,0.1130859375,14550.246075439452,-44.11120231151581,380,0.2,0.00025,1.0532668828964233,0.01229714
220,81920,-5.0135207,40,372,0.17536181211471558,6578.162109375,-0.049360706467996354,0.140283203125,12455.491195678711,-44.14777276515961,390,0.2,0.00025,1.054994821548462,0.013992269
225,83968,75.54216,41,372,0.20785200595855713,4935.365234375,-0.04696338586509228,0.137451171875,15244.426361083984,-44.18746852874756,400,0.2,0.00025,1.0560450553894043,0.013679187
231,86016,-220.51212,42,372,0.1864423155784607,3107.50390625,-0.05694064858253114,0.17587890625,8323.19108581543,-44.24128584861755,410,0.2,0.00025,1.058336853981018,0.015794527
236,88064,-25.026775,43,371,0.20995628833770752,5575.54345703125,-0.05077720003027934,0.154345703125,11248.26106262207,-44.28054769039154,420,0.2,0.00025,1.0593124628067017,0.014883397
242,90112,-132.42026,44,371,0.21056848764419556,7494.52978515625,-0.04709374436279177,0.129443359375,12114.396716308594,-44.31949961185455,430,0.2,0.00025,1.0612537860870361,0.0137881
247,92160,-5.9710155,45,371,0.1604631543159485,8314.26953125,-0.03745144058339065,0.21708984375,18857.658752441406,-44.37159731388092,440,0.2,0.00025,1.0630110502243042,0.02273326
253,94208,-43.244743,46,371,0.13174515962600708,7453.81103515625,-0.04332478909636848,0.10439453125,15177.429278564454,-44.39707329273224,450,0.2,0.00025,1.0630943775177002,0.012154264
258,96256,176.02518,47,371,0.16443854570388794,4794.14697265625,-0.03412059282418341,0.29765625,12442.95475769043,-44.44262216091156,460,0.2,0.00025,1.0661319494247437,0.032645274
264,98304,-44.97324,48,371,0.15428292751312256,3909.2294921875,-0.04047470983059611,0.25283203125,10374.115155029296,-44.51139416694641,470,0.2,0.00025,1.0684666633605957,0.0212384
269,100352,35.401463,49,372,0.09853076934814453,6152.41015625,-0.04727631412097253,0.216064453125,10940.270956420898,-44.57600123882294,480,0.2,0.00025,1.0700000524520874,0.01940825
275,102400,-43.810757,50,372,0.17474883794784546,5434.404296875,-0.047350059237214734,0.16767578125,11626.486596679688,-44.61771669387817,490,0.2,0.00025,1.0717041492462158,0.016468879
280,104448,-17.594803,51,372,0.18452680110931396,8306.892578125,-0.04372293214837555,0.116943359375,19058.885131835938,-44.67547810077667,500,0.2,0.00025,1.0741686820983887,0.0125764925
286,106496,49.399906,52,372,0.227827787399292,9632.7294921875,-0.04770776753721293,0.137109375,18055.841571044923,-44.73532869815826,510,0.2,0.00025,1.0761760473251343,0.013831221
291,108544,-144.5532,53,372,0.2087939977645874,4476.95849609375,-0.05154592364560813,0.179248046875,10305.031938171387,-44.79139127731323,520,0.2,0.00025,1.0786539316177368,0.016818162
297,110592,-47.40986,54,372,0.08109050989151001,6180.0185546875,-0.040669609827455135,0.18056640625,13294.389773559571,-44.860356998443606,530,0.2,0.00025,1.080688714981079,0.018326657
303,112640,-187.25296,55,371,0.17702579498291016,7452.55859375,-0.04823432231787592,0.148828125,17281.42501220703,-44.909984374046324,540,0.2,0.00025,1.082283616065979,0.014681676
308,114688,64.395195,56,371,0.17113947868347168,8036.140625,-0.04805045159882866,0.153173828125,23410.662487792968,-44.95080494880676,550,0.2,0.00025,1.083510160446167,0.014769498
314,116736,29.703512,57,371,0.18283075094223022,14994.9384765625,-0.0474984488071641,0.1486328125,20524.005340576172,-45.017358207702635,560,0.2,0.00025,1.0865230560302734,0.014832059
319,118784,103.68667,58,371,0.1976584792137146,19490.98828125,-0.04502633845550008,0.18310546875,22106.702667236328,-45.07076797485352,570,0.2,0.00025,1.0879384279251099,0.017897412
325,120832,107.340256,59,371,0.22767090797424316,6690.0927734375,-0.046743127409718,0.200634765625,14690.691870117187,-45.13146407604218,580,0.2,0.00025,1.0903384685516357,0.01888321
330,122880,-77.42871,60,371,0.23642361164093018,4669.09912109375,-0.04535655472864164,0.246875,13450.981964111328,-45.16922891139984,590,0.2,0.00025,1.0914779901504517,0.023858981
336,124928,119.700386,61,371,0.2430487871170044,5809.919921875,-0.04313313167658635,0.216064453125,18480.234173583984,-45.215873336791994,600,0.2,0.00025,1.0936042070388794,0.019584727
341,126976,-5.2733603,62,371,0.22079694271087646,12588.50390625,-0.047145595721667634,0.15556640625,16340.64679260254,-45.260741877555844,610,0.2,0.00025,1.094495415687561,0.016139828
347,129024,-352.07056,63,371,0.23143982887268066,15375.8125,-0.05061988435918465,0.165625,19380.09144897461,-45.281896638870236,620,0.2,0.00025,1.0954936742782593,0.015463974
352,131072,-61.010864,64,371,0.3016335368156433,8195.220703125,-0.04556242567196023,0.243701171875,16348.398760986329,-45.33797664642334,630,0.2,0.00025,1.0980603694915771,0.022735775
357,133120,-5.299406,65,371,0.14210933446884155,3169.182861328125,-0.057431749656097965,0.19365234375,8215.687074279786,-45.40164747238159,640,0.2,0.00025,1.1002964973449707,0.017175835
363,135168,-1.145217,66,371,0.16390091180801392,6998.041015625,-0.056348076582071374,0.1845703125,12315.06184387207,-45.479733037948606,650,0.2,0.00025,1.1038453578948975,0.017523378
368,137216,-86.86183,67,372,0.2569541931152344,5938.19580078125,-0.04958965257974342,0.22578125,13450.908862304688,-45.57882199287415,660,0.2,0.00025,1.107275366783142,0.021339118
374,139264,58.117104,68,372,0.23979449272155762,7554.4853515625,-0.055219277879223226,0.1810546875,14298.569750976563,-45.64327325820923,670,0.2,0.00025,1.1086609363555908,0.017412301
379,141312,98.13995,69,372,0.24617666006088257,9161.5693359375,-0.05172411561070476,0.165234375,18354.37682495117,-45.69906606674194,680,0.2,0.00025,1.1117602586746216,0.014941005
385,143360,-10.643159,70,371,0.2261291742324829,10390.990234375,-0.050228192735812624,0.1416015625,20093.934497070313,-45.746404790878294,690,0.2,0.00025,1.112341284751892,0.014599077
391,145408,-92.41749,71,371,0.22425967454910278,4701.37939453125,-0.05239909255178645,0.22001953125,11421.154400634765,-45.77470173835754,700,0.2,0.00025,1.1140753030776978,0.02223056
396,147456,-148.94533,72,371,0.23857921361923218,8051.61474609375,-0.0514259573421441,0.15810546875,15347.364239501952,-45.81544744968414,710,0.2,0.00025,1.1153491735458374,0.015421328
401,149504,20.726204,73,371,0.23872864246368408,8583.9208984375,-0.044948948445380665,0.13740234375,21151.216885375976,-45.85764286518097,720,0.2,0.00025,1.1170539855957031,0.013746463
407,151552,12.405016,74,371,0.22022342681884766,10953.337890625,-0.045749611087376255,0.11748046875,30388.090954589843,-45.92398762702942,730,0.2,0.00025,1.1202300786972046,0.01287019
412,153600,-130.7201,75,371,0.22352856397628784,9961.2294921875,-0.050867607444524766,0.198681640625,22822.108740234376,-45.99519991874695,740,0.2,0.00025,1.1222186088562012,0.019613998
418,155648,403.12057,76,371,0.24492812156677246,9349.734375,-0.04800328004348557,0.1396484375,23136.430261230467,-46.038144850730895,750,0.2,0.00025,1.1234345436096191,0.013293855
423,157696,127.8006,77,371,0.15195220708847046,10199.7197265625,-0.05017464350385126,0.153271484375,19719.214318847655,-46.109975004196166,760,0.2,0.00025,1.1271761655807495,0.015419206
429,159744,-111.27646,78,372,0.23169928789138794,11236.001953125,-0.0491124107822543,0.1580078125,22001.00748901367,-46.15514943599701,770,0.2,0.00025,1.1277590990066528,0.016033467
434,161792,-16.73121,79,372,0.21067124605178833,13062.369140625,-0.037603886568103914,0.214013671875,29873.321875,-46.203684377670285,780,0.2,0.00025,1.1302433013916016,0.021274988
440,163840,17.135561,80,372,0.20217841863632202,12279.37890625,-0.05025586738920538,0.1435546875,30307.3337890625,-46.264058923721315,790,0.2,0.00025,1.1325345039367676,0.014732283
445,165888,160.49026,81,372,0.2292269468307495,12441.4091796875,-0.043422237012418916,0.233837890625,28931.80583496094,-46.32709755897522,800,0.2,0.00025,1.1346796751022339,0.024587542
451,167936,-47.21138,82,372,0.23766332864761353,9253.8369140625,-0.056170059091527946,0.20966796875,18254.449169921874,-46.400161266326904,810,0.2,0.00025,1.138135552406311,0.018582841
456,169984,-1.2374133,83,372,0.20401668548583984,14173.048828125,-0.053120095617487095,0.183935546875,20662.68767700195,-46.48230972290039,820,0.2,0.00025,1.1403632164001465,0.0153976325
462,172032,-56.34401,84,372,0.2028990387916565,13406.3076171875,-0.05127288469229825,0.15380859375,27072.68688354492,-46.526216292381285,830,0.2,0.00025,1.1424560546875,0.015279885
467,174080,-66.83007,85,372,0.23759955167770386,9895.265625,-0.0410330994760443,0.268212890625,24369.595129394533,-46.585986495018005,840,0.2,0.00025,1.144874930381775,0.02613699
472,176128,-1.6498771,86,372,0.265012264251709,11775.43359375,-0.05348018730583135,0.16923828125,25633.766900634764,-46.637621426582335,850,0.2,0.00025,1.1462020874023438,0.015000839
478,178176,119.93264,87,372,0.2959529757499695,14188.5185546875,-0.05354805208407924,0.172802734375,24260.649865722655,-46.65972609519959,860,0.2,0.00025,1.1473184823989868,0.016333159
484,180224,-153.49033,88,371,0.2289552092552185,5908.2802734375,-0.05247331589343958,0.21298828125,15086.20248413086,-46.683697605133055,870,0.2,0.00025,1.147744059562683,0.02144837
489,182272,149.27502,89,372,0.2375020980834961,8786.8837890625,-0.04624096923143952,0.21298828125,22499.482507324217,-46.69742941856384,880,0.2,0.00025,1.1487711668014526,0.021890396
495,184320,195.93872,90,372,0.23478686809539795,23023.265625,-0.04461581268697046,0.175634765625,38458.23507080078,-46.73532109260559,890,0.2,0.00025,1.1504480838775635,0.01787362
500,186368,-20.96999,91,372,0.24579167366027832,29171.37109375,-0.047999631802667864,0.1408203125,38648.97023925781,-46.8020192861557,900,0.2,0.00025,1.1533808708190918,0.013717071
506,188416,38.26978,92,372,0.26886266469955444,13077.62890625,-0.04879123425344005,0.13759765625,33706.21209716797,-46.86859831809998,910,0.2,0.00025,1.1558631658554077,0.0135643035
511,190464,-224.5762,93,372,0.2817436456680298,15024.7119140625,-0.04691104510275181,0.180517578125,32856.50493164062,-46.92079267501831,920,0.2,0.00025,1.1576532125473022,0.017663185
517,192512,1.039937,94,372,0.17446166276931763,11911.81640625,-0.03525451145978877,0.291748046875,32116.939697265625,-46.971224784851074,930,0.2,0.00025,1.1594462394714355,0.030343028
522,194560,14.860991,95,372,0.197858989238739,23285.251953125,-0.04694661726534832,0.1318359375,44670.636059570315,-47.01971995830536,940,0.2,0.00025,1.1614941358566284,0.01366789
528,196608,121.57081,96,372,0.19698405265808105,20084.865234375,-0.04964357403805479,0.143115234375,50002.819396972656,-47.06565787792206,950,0.2,0.00025,1.1633381843566895,0.014463266
533,198656,-33.121445,97,372,0.2199941873550415,17020.8984375,-0.04432668475055834,0.14677734375,49953.91545410156,-47.1221489906311,960,0.2,0.00025,1.1655738353729248,0.017177463
538,200704,704.5304,98,372,0.2606154680252075,13774.4287109375,-0.03887083617737517,0.172998046875,39767.626965332034,-47.163626956939694,970,0.2,0.00025,1.1668187379837036,0.019351289
