time/time_elapsed,time/fps,train/reward,time/iterations,time/total_timesteps,train/loss,train/clip_range,train/entropy_loss,train/std,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss
171,382,-121.18949,32,65536,8042.05419921875,0.2,-43.42326371669769,1.0295275449752808,0.086083984375,0.010339807,0.2805910110473633,19522.89907836914,0.00025,310,-0.03724681822350249
176,382,-39.6938,33,67584,18638.345703125,0.2,-43.45271186828613,1.030526041984558,0.08984375,0.010550367,0.2066602110862732,34484.89611816406,0.00025,320,-0.03096375727909617
182,381,-10.707331,34,69632,18272.724609375,0.2,-43.47880809307098,1.0311485528945923,0.0595703125,0.00880718,0.24571830034255981,31828.860437011717,0.00025,330,-0.03286391136352904
188,381,-855.5331,35,71680,19064.8515625,0.2,-43.49281108379364,1.0316649675369263,0.11845703125,0.012608217,0.2671024203300476,36694.94223632813,0.00025,340,-0.0300665177841438
193,381,-24.984406,36,73728,6724.7890625,0.2,-43.50039975643158,1.0317561626434326,0.1349609375,0.0136248525,0.3202372193336487,12909.383837890626,0.00025,350,-0.04892147021892015
198,381,-155.63348,37,75776,4750.50732421875,0.2,-43.55426409244537,1.0348305702209473,0.13330078125,0.014215165,0.24547094106674194,16089.52993774414,0.00025,360,-0.04743258829694241
203,381,-1.7799724,38,77824,11500.13671875,0.2,-43.611285305023195,1.036102294921875,0.116064453125,0.011911979,0.22343558073043823,26068.433111572267,0.00025,370,-0.044241203356068584
209,381,29.307789,39,79872,11433.8798828125,0.2,-43.64404993057251,1.0371257066726685,0.1080078125,0.012219288,0.2593580484390259,25197.774768066407,0.00025,380,-0.041835196665488183
214,381,0.82947284,40,81920,16973.017578125,0.2,-43.68748984336853,1.0388710498809814,0.101025390625,0.011623266,0.2899983525276184,29057.266540527344,0.00025,390,-0.036039306345628574
219,381,-404.57867,41,83968,13565.2490234375,0.2,-43.7302125453949,1.0402851104736328,0.11591796875,0.012685304,0.2579725980758667,28437.27556762695,0.00025,400,-0.036929198875441216
225,381,19.102137,42,86016,5129.59130859375,0.2,-43.772952508926394,1.041920781135559,0.1423828125,0.01480492,0.2142966389656067,12536.626220703125,0.00025,410,-0.05091841694083996
230,381,-75.30954,43,88064,8633.265625,0.2,-43.81556625366211,1.04331636428833,0.1384765625,0.014142239,0.2135816216468811,18565.88073120117,0.00025,420,-0.04466252611600794
235,381,-77.9181,44,90112,13227.935546875,0.2,-43.841547799110415,1.0438374280929565,0.1203125,0.013707452,0.1593949794769287,21969.696087646484,0.00025,430,-0.045436669382615945
241,381,82.24611,45,92160,11553.7646484375,0.2,-43.871403670310976,1.0452100038528442,0.090185546875,0.010843411,0.06513839960098267,25785.3599609375,0.00025,440,-0.039148998595192094
246,382,-143.41544,46,94208,21143.2421875,0.2,-43.88834371566772,1.0450931787490845,0.07763671875,0.010587813,0.15386652946472168,34520.421606445314,0.00025,450,-0.03805805389711168
251,382,329.81815,47,96256,8836.0068359375,0.2,-43.90094079971313,1.0460453033447266,0.136572265625,0.013699825,0.19121980667114258,20120.706396484376,0.00025,460,-0.04678328756126575
257,382,-97.203285,48,98304,7569.46337890625,0.2,-43.92245056629181,1.0469716787338257,0.19736328125,0.016838804,0.20962226390838623,15595.203823852538,0.00025,470,-0.05246225451701321
262,382,214.90909,49,100352,7657.3330078125,0.2,-43.9763599395752,1.049534559249878,0.166796875,0.01463872,0.19293498992919922,18812.749884033205,0.00025,480,-0.05319065860821866
267,382,62.987576,50,102400,15914.142578125,0.2,-44.054316997528076,1.0520379543304443,0.1310546875,0.0133777615,0.1268399953842163,32057.97021484375,0.00025,490,-0.042986172146629545
273,382,-46.444565,51,104448,9611.392578125,0.2,-44.12021222114563,1.0543018579483032,0.11923828125,0.013021312,0.21051687002182007,28713.766687011717,0.00025,500,-0.04173583382216748
278,382,-253.21541,52,106496,10310.8134765625,0.2,-44.17651088237763,1.0559775829315186,0.138232421875,0.01406867,0.2655961513519287,22028.686627197265,0.00025,510,-0.04729227986535989
283,382,362.48538,53,108544,8147.54833984375,0.2,-44.207952928543094,1.0566962957382202,0.180126953125,0.016280247,0.2946799397468567,19201.157733154298,0.00025,520,-0.04229209985060152
289,382,-470.90945,54,110592,7651.26513671875,0.2,-44.226052045822144,1.0572266578674316,0.1673828125,0.014909193,0.3106490969657898,16871.22150878906,0.00025,530,-0.051116771838860584
294,382,-202.75041,55,112640,19004.015625,0.2,-44.252238273620605,1.0588645935058594,0.14560546875,0.013159191,0.2541193962097168,29567.39887084961,0.00025,540,-0.0424763502960559
300,381,-179.19847,56,114688,12650.4228515625,0.2,-44.31043117046356,1.0609582662582397,0.179736328125,0.01769877,0.30745774507522583,27281.838861083983,0.00025,550,-0.045118513374472966
306,381,-12.779552,57,116736,19551.525390625,0.2,-44.356626057624815,1.062532663345337,0.127197265625,0.013547907,0.23282146453857422,38270.32203369141,0.00025,560,-0.03927635348518379
311,381,168.629,58,118784,10308.2421875,0.2,-44.40993990898132,1.064268946647644,0.184033203125,0.016522096,0.26814568042755127,27377.425244140624,0.00025,570,-0.05022168967698235
316,381,435.26907,59,120832,5629.99169921875,0.2,-44.443962407112124,1.065081000328064,0.25244140625,0.0218686,0.29313772916793823,12468.337048339843,0.00025,580,-0.05383215090550948
321,381,164.78076,60,122880,7320.490234375,0.2,-44.46073520183563,1.066121220588684,0.253369140625,0.022669611,0.309964120388031,15492.007391357422,0.00025,590,-0.04880982426111587
327,381,-37.981644,61,124928,18861.958984375,0.2,-44.493388175964355,1.0671466588974,0.14677734375,0.014686517,0.2856189012527466,30321.702514648438,0.00025,600,-0.03788044700631872
332,381,-62.731487,62,126976,20423.921875,0.2,-44.537455558776855,1.0687676668167114,0.20732421875,0.01964951,0.25294363498687744,32287.11736450195,0.00025,610,-0.04287807352084201
337,381,-457.40445,63,129024,17841.716796875,0.2,-44.54144926071167,1.0680490732192993,0.14619140625,0.015526948,0.31504714488983154,29759.51711425781,0.00025,620,-0.045134657880407755
343,381,141.7024,64,131072,18562.6171875,0.2,-44.53752646446228,1.0682967901229858,0.11552734375,0.013103775,0.21343469619750977,32445.657678222655,0.00025,630,-0.03919678226811811
348,381,-375.9001,65,133120,9251.9326171875,0.2,-44.56702723503113,1.0699526071548462,0.163330078125,0.01613363,0.23672568798065186,19313.43928222656,0.00025,640,-0.05309986583160935
353,381,-3.6499145,66,135168,10383.4853515625,0.2,-44.61657295227051,1.0723674297332764,0.16357421875,0.016921107,0.22909879684448242,22452.765887451173,0.00025,650,-0.04938309912104159
359,382,-203.66309,67,137216,17136.248046875,0.2,-44.67930383682251,1.074344515800476,0.130908203125,0.01313041,0.3059256672859192,28806.002563476562,0.00025,660,-0.04586052784870844
364,382,132.50941,68,139264,23019.25,0.2,-44.730242824554445,1.075990080833435,0.165478515625,0.016483795,0.31870144605636597,34114.59310302734,0.00025,670,-0.03599923616857268
369,382,471.702,69,141312,16225.98046875,0.2,-44.80463457107544,1.0794423818588257,0.30341796875,0.0331401,0.31443333625793457,31516.294091796874,0.00025,680,-0.029976168347639033
375,382,20.836302,70,143360,14741.380859375,0.2,-44.869150805473325,1.0805630683898926,0.159521484375,0.014649936,0.33966976404190063,24180.524798583985,0.00025,690,-0.04956830457376782
380,382,107.62921,71,145408,11498.119140625,0.2,-44.9284467458725,1.083689570426941,0.211328125,0.023517571,0.16433584690093994,24305.11555175781,0.00025,700,-0.04539062304538675
385,382,-8.60631,72,147456,16377.4423828125,0.2,-45.010143065452574,1.0866715908050537,0.141455078125,0.014199344,0.277163565158844,29797.785943603514,0.00025,710,-0.047188597344211304
391,382,98.72845,73,149504,20156.029296875,0.2,-45.08503124713898,1.0890225172042847,0.210595703125,0.021727905,0.3178272247314453,33445.66645507813,0.00025,720,-0.04317166482214816
396,382,-50.336243,74,151552,25272.998046875,0.2,-45.13842515945434,1.0908969640731812,0.17431640625,0.01658069,0.3283831477165222,45240.0533569336,0.00025,730,-0.039691095470334406
401,382,-369.05008,75,153600,9072.662109375,0.2,-45.20882608890533,1.0938667058944702,0.227294921875,0.023204416,0.325431227684021,27621.016943359376,0.00025,740,-0.0435065704776207
406,382,30.66488,76,155648,10554.984375,0.2,-45.289133763313295,1.0969882011413574,0.180712890625,0.01643639,0.3315201997756958,16454.427169799805,0.00025,750,-0.05548833669599844
412,382,325.4649,77,157696,10766.4599609375,0.2,-45.341672682762145,1.097985863685608,0.251123046875,0.024117421,0.31985509395599365,20353.017852783203,0.00025,760,-0.05073917068657465
417,382,-277.92273,78,159744,9434.9873046875,0.2,-45.3938483953476,1.100420355796814,0.16162109375,0.015537607,0.36787188053131104,26949.56357421875,0.00025,770,-0.051898705791973046
422,382,241.48299,79,161792,12700.41796875,0.2,-45.435952639579774,1.1011844873428345,0.1478515625,0.015236666,0.29793256521224976,34816.94805908203,0.00025,780,-0.049989808730606454
428,382,26.712652,80,163840,15318.7939453125,0.2,-45.48471179008484,1.1039881706237793,0.14091796875,0.014133768,0.3846384882926941,36314.56083984375,0.00025,790,-0.050017756898887454
433,382,215.97882,81,165888,22619.509765625,0.2,-45.54011740684509,1.1054357290267944,0.120166015625,0.012675655,0.43372052907943726,42233.02452392578,0.00025,800,-0.045580622550914995
438,382,-245.9381,82,167936,8976.0537109375,0.2,-45.58404369354248,1.1069371700286865,0.188427734375,0.01663005,0.4317079782485962,20882.583587646484,0.00025,810,-0.05703095064673107
444,382,-2.280891,83,169984,10091.6982421875,0.2,-45.6053302526474,1.1075958013534546,0.173095703125,0.016255211,0.4399627447128296,22468.13265991211,0.00025,820,-0.05438755968643818
450,381,-418.1259,84,172032,11866.9208984375,0.2,-45.65413942337036,1.110256552696228,0.188720703125,0.016942931,0.3769913911819458,27788.518444824218,0.00025,830,-0.05538974679657258
456,381,123.72688,85,174080,14700.1337890625,0.2,-45.710454654693606,1.1117626428604126,0.148291015625,0.014632124,0.4093822240829468,37700.338671875,0.00025,840,-0.05052447798079811
461,381,1.0529512,86,176128,21383.490234375,0.2,-45.74014418125152,1.1124227046966553,0.12216796875,0.0124438815,0.410217821598053,52624.7306640625,0.00025,850,-0.04632665403187275
466,381,222.22379,87,178176,25738.18359375,0.2,-45.75804696083069,1.113329291343689,0.114599609375,0.012320794,0.42896801233291626,50022.92397460937,0.00025,860,-0.04412736349622719
471,382,-53.150414,88,180224,10537.376953125,0.2,-45.80049839019775,1.1152946949005127,0.194970703125,0.020271573,0.41925495862960815,23444.96889038086,0.00025,870,-0.04707951893506106
476,382,104.54392,89,182272,12455.3359375,0.2,-45.85825462341309,1.117371916770935,0.206884765625,0.019927524,0.4432176351547241,28639.576538085938,0.00025,880,-0.05138090679683956
482,382,127.07683,90,184320,29941.72265625,0.2,-45.88221747875214,1.1175931692123413,0.139794921875,0.0146474335,0.3789200186729431,40248.65463867188,0.00025,890,-0.04736327983555384
487,382,64.44412,91,186368,22598.212890625,0.2,-45.920887446403505,1.1200790405273438,0.154150390625,0.014716935,0.3612353205680847,39570.3597290039,0.00025,900,-0.051366534219414464
492,382,-376.4676,92,188416,24081.146484375,0.2,-45.96072015762329,1.1209533214569092,0.12119140625,0.012458796,0.2950933575630188,50650.39820556641,0.00025,910,-0.04525622190267313
498,382,486.75934,93,190464,11810.498046875,0.2,-46.027233600616455,1.124535322189331,0.149853515625,0.014614481,0.40410494804382324,35366.86417236328,0.00025,920,-0.04976648597512394
503,382,1.2536151,94,192512,23209.923828125,0.2,-46.10944149494171,1.1273163557052612,0.133154296875,0.013299681,0.34542423486709595,38523.05089111328,0.00025,930,-0.04664692726219073
508,382,-19.665741,95,194560,24930.6875,0.2,-46.17802097797394,1.129761815071106,0.157763671875,0.016920907,0.3112362027168274,45241.19312744141,0.00025,940,-0.04585335377196316
513,382,34.060345,96,196608,21261.912109375,0.2,-46.23542852401734,1.1320258378982544,0.17568359375,0.0191794,0.34972912073135376,45210.656774902345,0.00025,950,-0.04624997067003278
519,382,61.234123,97,198656,18275.3828125,0.2,-46.299775290489194,1.134253978729248,0.1595703125,0.01723551,0.3076002597808838,50146.47384033203,0.00025,960,-0.039880899828858674
524,382,774.6792,98,200704,34258.2265625,0.2,-46.34573104381561,1.1358988285064697,0.110400390625,0.012327529,0.2498813271522522,70151.30751953126,0.00025,970,-0.04486058089241851
