train/explained_variance,train/reward,train/policy_loss,train/value_loss,train/n_updates,train/entropy_loss,train/std,time/iterations,time/fps,train/learning_rate,time/total_timesteps,time/time_elapsed
0.809737041592598,-237.8471,-4130.7001953125,11587.529296875,5699,-42.78729248046875,1.0094457864761353,5700,365,0.0007,28500,77
0.8062592297792435,-131.9678,3703.389892578125,8662.755859375,5799,-42.78193664550781,1.009286880493164,5800,365,0.0007,29000,79
0.20854973793029785,-207.45253,73.90380859375,14580.7294921875,5899,-42.77628707885742,1.008973479270935,5900,365,0.0007,29500,80
0.8937498554587364,1.4658239,-676.8268432617188,509.15087890625,5999,-42.83252716064453,1.0109961032867432,6000,365,0.0007,30000,82
-0.2221318483352661,-163.43248,910.2247924804688,2169.988525390625,6099,-42.81373596191406,1.0098695755004883,6100,365,0.0007,30500,83
0.810595840215683,-17.384813,1919.095703125,4072.90380859375,6199,-42.83606719970703,1.0108665227890015,6200,365,0.0007,31000,84
0.7081741988658905,-8.9778185,5992.22802734375,21700.37890625,6299,-42.82685470581055,1.010414719581604,6300,366,0.0007,31500,86
0.890015184879303,-3.245272,-3627.763671875,7800.48583984375,6399,-42.79909896850586,1.0095646381378174,6400,365,0.0007,32000,87
0.7924826890230179,11.626288,-1100.70068359375,1099.2261962890625,6499,-42.798423767089844,1.009809970855713,6500,365,0.0007,32500,88
0.9737165831029415,-1.1150967,2065.44384765625,2309.2490234375,6599,-42.75538635253906,1.008446455001831,6600,365,0.0007,33000,90
0.8775880038738251,49.094803,-481.75421142578125,1266.04296875,6699,-42.76792907714844,1.0089468955993652,6700,365,0.0007,33500,91
0.7972472012042999,17.002522,2662.353759765625,6555.67822265625,6799,-42.76354217529297,1.0084540843963623,6800,365,0.0007,34000,92
0.8165020495653152,-93.52623,-7591.80078125,33440.13671875,6899,-42.71046829223633,1.006805181503296,6900,365,0.0007,34500,94
0.5509487092494965,2.5829494,-573.9175415039062,914.6224365234375,6999,-42.819087982177734,1.0104318857192993,7000,366,0.0007,35000,95
-0.7744672298431396,40.420174,-1824.566650390625,4074.05810546875,7099,-42.7813720703125,1.0091207027435303,7100,366,0.0007,35500,96
-0.3135625123977661,-8.3365755,-1873.919921875,3598.356201171875,7199,-42.766357421875,1.008860468864441,7200,366,0.0007,36000,98
0.008044660091400146,1.1796879,869.3590698242188,9156.869140625,7299,-42.805660247802734,1.0101618766784668,7300,366,0.0007,36500,99
-0.33767175674438477,121.228096,7876.85400390625,45989.453125,7399,-42.73594665527344,1.0078611373901367,7400,366,0.0007,37000,100
-0.1740703582763672,57.518967,-1471.859619140625,1729.0777587890625,7499,-42.71969223022461,1.0070394277572632,7500,366,0.0007,37500,102
0.19153320789337158,37.447315,-292.3984375,1414.2406005859375,7599,-42.78617858886719,1.0090887546539307,7600,366,0.0007,38000,103
-0.37574470043182373,110.58328,-2791.38916015625,8775.2890625,7699,-42.748802185058594,1.008291482925415,7700,366,0.0007,38500,104
-0.10790073871612549,-129.06007,2165.6533203125,4515.11962890625,7799,-42.828125,1.0106587409973145,7800,366,0.0007,39000,106
0.3028740882873535,-40.45839,684.2105712890625,363.18707275390625,7899,-42.855796813964844,1.0117939710617065,7900,366,0.0007,39500,107
-1.0734610557556152,27.416735,-210.8863983154297,497.2554626464844,7999,-42.845726013183594,1.0114635229110718,8000,366,0.0007,40000,108
0.7193872034549713,56.634274,581.9732055664062,298.5273742675781,8099,-42.8477897644043,1.011633038520813,8100,367,0.0007,40500,110
-0.12667429447174072,-91.40104,-1245.8798828125,3176.33154296875,8199,-42.790679931640625,1.0096272230148315,8200,367,0.0007,41000,111
0.3382028341293335,-92.44418,1634.0169677734375,2454.2236328125,8299,-42.85272216796875,1.0118125677108765,8300,367,0.0007,41500,113
0.4070424437522888,-123.115974,383.7500915527344,1647.0263671875,8399,-42.884552001953125,1.0128406286239624,8400,367,0.0007,42000,114
0.6452753245830536,30.822714,-421.30657958984375,411.4654846191406,8499,-42.93821334838867,1.0148268938064575,8500,367,0.0007,42500,115
0.9025429114699364,-1.5591326,-200.25631713867188,63.45228958129883,8599,-42.96477127075195,1.0153757333755493,8600,367,0.0007,43000,117
-1.2169339656829834,37.210793,-802.6445922851562,692.7735595703125,8699,-42.94741439819336,1.0152140855789185,8700,367,0.0007,43500,118
0.6663271486759186,14.365793,-1483.4871826171875,1971.634765625,8799,-42.9796257019043,1.0163966417312622,8800,367,0.0007,44000,119
0.8081985712051392,64.58877,-3504.366455078125,6931.51708984375,8899,-43.05524444580078,1.0188361406326294,8900,366,0.0007,44500,121
-0.5472362041473389,114.403984,1024.621337890625,4206.0888671875,8999,-43.05870056152344,1.0191998481750488,9000,367,0.0007,45000,122
0.6254916787147522,34.978638,-561.6239013671875,493.1717224121094,9099,-43.007354736328125,1.0172866582870483,9100,367,0.0007,45500,123
0.7770760655403137,26.48012,-67.56465148925781,767.9109497070312,9199,-43.045501708984375,1.0187801122665405,9200,367,0.0007,46000,125
0.5005630254745483,-169.68698,972.6363525390625,3569.044189453125,9299,-43.0150146484375,1.0176246166229248,9300,367,0.0007,46500,126
0.6534738838672638,-7.644974,2712.87109375,7723.75146484375,9399,-42.992393493652344,1.0168650150299072,9400,367,0.0007,47000,127
0.6157385408878326,2.06422,-523.8767700195312,492.10833740234375,9499,-43.0233039855957,1.0181752443313599,9500,367,0.0007,47500,129
-0.5153822898864746,-54.024757,1830.995361328125,3209.806396484375,9599,-43.06258010864258,1.0195255279541016,9600,367,0.0007,48000,130
0.1296282410621643,-104.04732,-1045.651123046875,906.6964721679688,9699,-43.0622444152832,1.0197679996490479,9700,367,0.0007,48500,132
0.45751094818115234,-60.519333,-1140.593017578125,3058.199462890625,9799,-43.053627014160156,1.0196468830108643,9800,367,0.0007,49000,133
0.4838739037513733,258.57956,160.7216796875,3389.173828125,9899,-43.11112976074219,1.0214108228683472,9900,367,0.0007,49500,134
-0.11723649501800537,49.654976,-152.8368377685547,813.9801025390625,9999,-43.085872650146484,1.0205668210983276,10000,367,0.0007,50000,136
